indicator_id,indicator_nameA,indicator_nameE,period,frequency,year,quarter,month,value,unitA,unitE,sourceId,periodicityId,periodicityA,periodicityE,dimensions,dataQuality,changeRate
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2019-Q4,Q,2019,4,,26.621,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2020-Q1,Q,2020,1,,26.772,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2020-Q2,Q,2020,2,,24.115,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2020-Q3,Q,2020,3,,26.11,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2020-Q4,Q,2020,4,,27.799,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2021-Q1,Q,2021,1,,27.129,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2021-Q2,Q,2021,2,,27.0,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2021-Q3,Q,2021,3,,27.169,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2021-Q4,Q,2021,4,,27.453,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2022-Q1,Q,2022,1,,27.75,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2022-Q2,Q,2022,2,,27.834,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2022-Q3,Q,2022,3,,28.014,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2022-Q4,Q,2022,4,,28.159,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2023-Q1,Q,2023,1,,28.4,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2023-Q2,Q,2023,2,,28.8,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2023-Q3,Q,2023,3,,29.693,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2023-Q4,Q,2023,4,,28.942,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2024-Q1,Q,2024,1,,29.293,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2024-Q2,Q,2024,2,,29.365,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2024-Q3,Q,2024,3,,30.059,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2024-Q4,Q,2024,4,,30.994,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2025-Q1,Q,2025,1,,31.336,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
405,عدد المشتغلين (15 سنة فأكثر),عدد المشتغلين (15 سنة فأكثر),2025-Q2,Q,2025,2,,31.559,مليون مشتغل,Million employed persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2003-Q1,Q,2003,1,,20.306,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2003-Q2,Q,2003,2,,20.563,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2003-Q3,Q,2003,3,,20.642,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2003-Q4,Q,2003,4,,20.673,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2004-Q1,Q,2004,1,,20.679,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2004-Q2,Q,2004,2,,20.804,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2004-Q3,Q,2004,3,,20.921,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2004-Q4,Q,2004,4,,21.041,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2005-Q1,Q,2005,1,,21.254,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2005-Q2,Q,2005,2,,21.558,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2005-Q3,Q,2005,3,,21.991,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2005-Q4,Q,2005,4,,22.31,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2006-Q1,Q,2006,1,,22.605,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2006-Q2,Q,2006,2,,22.339,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2006-Q3,Q,2006,3,,22.633,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2006-Q4,Q,2006,4,,23.327,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2007-Q1,Q,2007,1,,23.337,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2007-Q2,Q,2007,2,,23.426,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2007-Q3,Q,2007,3,,23.537,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2007-Q4,Q,2007,4,,24.33,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2008-Q1,Q,2008,1,,24.189,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2008-Q2,Q,2008,2,,24.635,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2008-Q3,Q,2008,3,,24.807,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2008-Q4,Q,2008,4,,24.995,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2009-Q1,Q,2009,1,,25.031,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2009-Q2,Q,2009,2,,25.044,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2009-Q3,Q,2009,3,,25.204,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2009-Q4,Q,2009,4,,25.262,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2010-Q1,Q,2010,1,,26.186,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2010-Q2,Q,2010,2,,26.201,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2010-Q3,Q,2010,3,,26.153,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2010-Q4,Q,2010,4,,26.192,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2011-Q1,Q,2011,1,,26.338,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2011-Q2,Q,2011,2,,26.342,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2011-Q3,Q,2011,3,,26.664,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2011-Q4,Q,2011,4,,26.784,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2012-Q1,Q,2012,1,,26.839,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2012-Q2,Q,2012,2,,26.891,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2012-Q3,Q,2012,3,,26.907,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2012-Q4,Q,2012,4,,27.025,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2013-Q1,Q,2013,1,,27.195,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2013-Q2,Q,2013,2,,27.207,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2013-Q3,Q,2013,3,,27.245,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2013-Q4,Q,2013,4,,27.334,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2014-Q1,Q,2014,1,,27.573,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2014-Q2,Q,2014,2,,27.575,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2014-Q3,Q,2014,3,,27.655,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2014-Q4,Q,2014,4,,27.686,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2015-Q1,Q,2015,1,,27.722,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2015-Q2,Q,2015,2,,27.788,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2015-Q3,Q,2015,3,,28.006,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2015-Q4,Q,2015,4,,28.34,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2016-Q1,Q,2016,1,,28.439,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2016-Q2,Q,2016,2,,28.531,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2016-Q3,Q,2016,3,,28.82,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2016-Q4,Q,2016,4,,29.07,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2017-Q1,Q,2017,1,,29.149,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2017-Q2,Q,2017,2,,29.183,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2017-Q3,Q,2017,3,,29.472,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2017-Q4,Q,2017,4,,29.272,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2018-Q1,Q,2018,1,,29.186,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2018-Q2,Q,2018,2,,29.036,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2018-Q3,Q,2018,3,,29.215,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2018-Q4,Q,2018,4,,28.027,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2019-Q1,Q,2019,1,,27.968,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2019-Q2,Q,2019,2,,28.069,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2019-Q3,Q,2019,3,,28.406,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2019-Q4,Q,2019,4,,28.95,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2020-Q1,Q,2020,1,,29.008,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2020-Q2,Q,2020,2,,26.689,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2020-Q3,Q,2020,3,,28.171,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2020-Q4,Q,2020,4,,29.965,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2021-Q1,Q,2021,1,,29.284,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2021-Q2,Q,2021,2,,29.115,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2021-Q3,Q,2021,3,,29.38,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2021-Q4,Q,2021,4,,29.653,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2022-Q1,Q,2022,1,,29.895,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2022-Q2,Q,2022,2,,29.985,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2022-Q3,Q,2022,3,,30.264,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2022-Q4,Q,2022,4,,30.344,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2023-Q1,Q,2023,1,,30.571,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,متوسطة,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2023-Q2,Q,2023,2,,30.969,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2023-Q3,Q,2023,3,,31.956,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2023-Q4,Q,2023,4,,31.101,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2024-Q1,Q,2024,1,,31.397,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2024-Q2,Q,2024,2,,31.423,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2024-Q3,Q,2024,3,,32.218,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2024-Q4,Q,2024,4,,33.124,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2025-Q1,Q,2025,1,,33.447,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
471,قوة العمل (15 سنة فأكثر),قوة العمل,2025-Q2,Q,2025,2,,33.614,مليون نسمة,Million persons,2061,70,ربع سنوي ميلادي,G. Quarterly,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),1991,A,1991,,,41.9,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),1992,A,1992,,,42.09,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),1993,A,1993,,,41.2,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),1994,A,1994,,,41.2,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),1995,A,1995,,,41.1,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),1996,A,1996,,,41.7,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),1997,A,1997,,,40.6,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),1998,A,1998,,,40.4,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),1999,A,1999,,,39.9,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),2000,A,2000,,,39.8,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),2001,A,2001,,,40.53,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),2002,A,2002,,,39.4,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),2003,A,2003,,,39.2,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),2004,A,2004,,,39.87,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),2005,A,2005,,,39.1,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),2006,A,2006,,,39.0,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),2007,A,2007,,,39.65,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
493,متوسط كثافة الفصل بالتعليم قبل الجامعي,Class Density at Pre-university Education (Including Al-Azhar),2008,A,2008,,,39.1,طالب/فصل,Student / Class,52073,68,سنة دراسية,School Year,الدولة : مصر,,
